query,positive,negative
tiny-imagenet-200/val/n01641577/images/val_3277.JPEG,tiny-imagenet-200/val/n01641577/images/val_3893.JPEG,tiny-imagenet-200/val/n02948072/images/val_662.JPEG
tiny-imagenet-200/val/n01641577/images/val_7259.JPEG,tiny-imagenet-200/val/n01641577/images/val_2672.JPEG,tiny-imagenet-200/val/n02231487/images/val_642.JPEG
tiny-imagenet-200/val/n01641577/images/val_7063.JPEG,tiny-imagenet-200/val/n01641577/images/val_5728.JPEG,tiny-imagenet-200/val/n03804744/images/val_6283.JPEG
tiny-imagenet-200/val/n01641577/images/val_3108.JPEG,tiny-imagenet-200/val/n01641577/images/val_4544.JPEG,tiny-imagenet-200/val/n02669723/images/val_699.JPEG
tiny-imagenet-200/val/n01641577/images/val_3734.JPEG,tiny-imagenet-200/val/n01641577/images/val_2311.JPEG,tiny-imagenet-200/val/n02815834/images/val_1779.JPEG
tiny-imagenet-200/val/n01641577/images/val_3978.JPEG,tiny-imagenet-200/val/n01641577/images/val_4491.JPEG,tiny-imagenet-200/val/n12267677/images/val_4166.JPEG
tiny-imagenet-200/val/n01641577/images/val_3893.JPEG,tiny-imagenet-200/val/n01641577/images/val_6136.JPEG,tiny-imagenet-200/val/n04507155/images/val_9028.JPEG
tiny-imagenet-200/val/n01641577/images/val_1251.JPEG,tiny-imagenet-200/val/n01641577/images/val_7899.JPEG,tiny-imagenet-200/val/n03983396/images/val_9572.JPEG
tiny-imagenet-200/val/n01641577/images/val_3903.JPEG,tiny-imagenet-200/val/n01641577/images/val_7494.JPEG,tiny-imagenet-200/val/n04540053/images/val_4481.JPEG
tiny-imagenet-200/val/n02802426/images/val_5784.JPEG,tiny-imagenet-200/val/n02802426/images/val_6997.JPEG,tiny-imagenet-200/val/n02226429/images/val_3697.JPEG
tiny-imagenet-200/val/n02802426/images/val_750.JPEG,tiny-imagenet-200/val/n02802426/images/val_5240.JPEG,tiny-imagenet-200/val/n04311004/images/val_765.JPEG
tiny-imagenet-200/val/n02802426/images/val_7222.JPEG,tiny-imagenet-200/val/n02802426/images/val_2985.JPEG,tiny-imagenet-200/val/n04507155/images/val_1270.JPEG
tiny-imagenet-200/val/n02802426/images/val_9912.JPEG,tiny-imagenet-200/val/n02802426/images/val_7315.JPEG,tiny-imagenet-200/val/n02486410/images/val_4590.JPEG
tiny-imagenet-200/val/n02802426/images/val_475.JPEG,tiny-imagenet-200/val/n02802426/images/val_9785.JPEG,tiny-imagenet-200/val/n04259630/images/val_1925.JPEG
tiny-imagenet-200/val/n02802426/images/val_7576.JPEG,tiny-imagenet-200/val/n02802426/images/val_7222.JPEG,tiny-imagenet-200/val/n04597913/images/val_3605.JPEG
tiny-imagenet-200/val/n02802426/images/val_2689.JPEG,tiny-imagenet-200/val/n02802426/images/val_5563.JPEG,tiny-imagenet-200/val/n03662601/images/val_9553.JPEG
tiny-imagenet-200/val/n02802426/images/val_9155.JPEG,tiny-imagenet-200/val/n02802426/images/val_2008.JPEG,tiny-imagenet-200/val/n04146614/images/val_8914.JPEG
tiny-imagenet-200/val/n02802426/images/val_726.JPEG,tiny-imagenet-200/val/n02802426/images/val_475.JPEG,tiny-imagenet-200/val/n01770393/images/val_5263.JPEG
tiny-imagenet-200/val/n02802426/images/val_6074.JPEG,tiny-imagenet-200/val/n02802426/images/val_5948.JPEG,tiny-imagenet-200/val/n07720875/images/val_1395.JPEG
tiny-imagenet-200/val/n09246464/images/val_1495.JPEG,tiny-imagenet-200/val/n09246464/images/val_2540.JPEG,tiny-imagenet-200/val/n09193705/images/val_8578.JPEG
tiny-imagenet-200/val/n09246464/images/val_4382.JPEG,tiny-imagenet-200/val/n09246464/images/val_5316.JPEG,tiny-imagenet-200/val/n07583066/images/val_1839.JPEG
tiny-imagenet-200/val/n09246464/images/val_4290.JPEG,tiny-imagenet-200/val/n09246464/images/val_2317.JPEG,tiny-imagenet-200/val/n07768694/images/val_9484.JPEG
tiny-imagenet-200/val/n09246464/images/val_5878.JPEG,tiny-imagenet-200/val/n09246464/images/val_5253.JPEG,tiny-imagenet-200/val/n02268443/images/val_9762.JPEG
tiny-imagenet-200/val/n09246464/images/val_8525.JPEG,tiny-imagenet-200/val/n09246464/images/val_2144.JPEG,tiny-imagenet-200/val/n02814533/images/val_8924.JPEG
tiny-imagenet-200/val/n09246464/images/val_4398.JPEG,tiny-imagenet-200/val/n09246464/images/val_6403.JPEG,tiny-imagenet-200/val/n04118538/images/val_9662.JPEG
tiny-imagenet-200/val/n09246464/images/val_377.JPEG,tiny-imagenet-200/val/n09246464/images/val_5951.JPEG,tiny-imagenet-200/val/n01917289/images/val_7426.JPEG
tiny-imagenet-200/val/n09246464/images/val_2144.JPEG,tiny-imagenet-200/val/n09246464/images/val_8784.JPEG,tiny-imagenet-200/val/n02823428/images/val_4797.JPEG
tiny-imagenet-200/val/n09246464/images/val_5951.JPEG,tiny-imagenet-200/val/n09246464/images/val_2317.JPEG,tiny-imagenet-200/val/n01644900/images/val_2121.JPEG
tiny-imagenet-200/val/n09246464/images/val_2056.JPEG,tiny-imagenet-200/val/n09246464/images/val_5951.JPEG,tiny-imagenet-200/val/n07873807/images/val_1868.JPEG
tiny-imagenet-200/val/n07920052/images/val_6254.JPEG,tiny-imagenet-200/val/n07920052/images/val_9709.JPEG,tiny-imagenet-200/val/n01774384/images/val_3867.JPEG
tiny-imagenet-200/val/n07920052/images/val_9709.JPEG,tiny-imagenet-200/val/n07920052/images/val_7851.JPEG,tiny-imagenet-200/val/n04507155/images/val_8522.JPEG
tiny-imagenet-200/val/n07920052/images/val_6672.JPEG,tiny-imagenet-200/val/n07920052/images/val_5425.JPEG,tiny-imagenet-200/val/n01950731/images/val_9616.JPEG
tiny-imagenet-200/val/n07920052/images/val_7560.JPEG,tiny-imagenet-200/val/n07920052/images/val_4485.JPEG,tiny-imagenet-200/val/n04311004/images/val_9812.JPEG
tiny-imagenet-200/val/n07920052/images/val_7649.JPEG,tiny-imagenet-200/val/n07920052/images/val_6865.JPEG,tiny-imagenet-200/val/n02281406/images/val_8808.JPEG
tiny-imagenet-200/val/n07920052/images/val_6865.JPEG,tiny-imagenet-200/val/n07920052/images/val_9579.JPEG,tiny-imagenet-200/val/n07734744/images/val_9067.JPEG
tiny-imagenet-200/val/n07920052/images/val_2867.JPEG,tiny-imagenet-200/val/n07920052/images/val_6723.JPEG,tiny-imagenet-200/val/n02480495/images/val_8817.JPEG
tiny-imagenet-200/val/n07920052/images/val_1953.JPEG,tiny-imagenet-200/val/n07920052/images/val_9709.JPEG,tiny-imagenet-200/val/n02231487/images/val_1770.JPEG
tiny-imagenet-200/val/n07920052/images/val_8949.JPEG,tiny-imagenet-200/val/n07920052/images/val_1953.JPEG,tiny-imagenet-200/val/n02927161/images/val_7219.JPEG
tiny-imagenet-200/val/n07920052/images/val_6687.JPEG,tiny-imagenet-200/val/n07920052/images/val_1602.JPEG,tiny-imagenet-200/val/n01784675/images/val_4825.JPEG
tiny-imagenet-200/val/n03970156/images/val_3017.JPEG,tiny-imagenet-200/val/n03970156/images/val_9752.JPEG,tiny-imagenet-200/val/n03447447/images/val_480.JPEG
tiny-imagenet-200/val/n03970156/images/val_195.JPEG,tiny-imagenet-200/val/n03970156/images/val_3337.JPEG,tiny-imagenet-200/val/n02892201/images/val_9735.JPEG
tiny-imagenet-200/val/n03970156/images/val_8987.JPEG,tiny-imagenet-200/val/n03970156/images/val_1898.JPEG,tiny-imagenet-200/val/n09256479/images/val_5931.JPEG
tiny-imagenet-200/val/n03970156/images/val_1358.JPEG,tiny-imagenet-200/val/n03970156/images/val_8169.JPEG,tiny-imagenet-200/val/n03179701/images/val_311.JPEG
tiny-imagenet-200/val/n03970156/images/val_2348.JPEG,tiny-imagenet-200/val/n03970156/images/val_1414.JPEG,tiny-imagenet-200/val/n03838899/images/val_5244.JPEG
tiny-imagenet-200/val/n03970156/images/val_137.JPEG,tiny-imagenet-200/val/n03970156/images/val_8169.JPEG,tiny-imagenet-200/val/n02950826/images/val_3378.JPEG
tiny-imagenet-200/val/n03970156/images/val_8769.JPEG,tiny-imagenet-200/val/n03970156/images/val_1197.JPEG,tiny-imagenet-200/val/n02504458/images/val_274.JPEG
tiny-imagenet-200/val/n03970156/images/val_9752.JPEG,tiny-imagenet-200/val/n03970156/images/val_5147.JPEG,tiny-imagenet-200/val/n04179913/images/val_6936.JPEG
tiny-imagenet-200/val/n03970156/images/val_9568.JPEG,tiny-imagenet-200/val/n03970156/images/val_3337.JPEG,tiny-imagenet-200/val/n04456115/images/val_4842.JPEG
tiny-imagenet-200/val/n03970156/images/val_8142.JPEG,tiny-imagenet-200/val/n03970156/images/val_7251.JPEG,tiny-imagenet-200/val/n03250847/images/val_4906.JPEG
tiny-imagenet-200/val/n03891332/images/val_639.JPEG,tiny-imagenet-200/val/n03891332/images/val_7915.JPEG,tiny-imagenet-200/val/n03544143/images/val_4361.JPEG
tiny-imagenet-200/val/n03891332/images/val_4603.JPEG,tiny-imagenet-200/val/n03891332/images/val_3404.JPEG,tiny-imagenet-200/val/n03992509/images/val_2823.JPEG
tiny-imagenet-200/val/n03891332/images/val_2057.JPEG,tiny-imagenet-200/val/n03891332/images/val_39.JPEG,tiny-imagenet-200/val/n07873807/images/val_2948.JPEG
tiny-imagenet-200/val/n03891332/images/val_859.JPEG,tiny-imagenet-200/val/n03891332/images/val_4873.JPEG,tiny-imagenet-200/val/n07768694/images/val_7295.JPEG
tiny-imagenet-200/val/n03891332/images/val_818.JPEG,tiny-imagenet-200/val/n03891332/images/val_5230.JPEG,tiny-imagenet-200/val/n02099601/images/val_242.JPEG
tiny-imagenet-200/val/n03891332/images/val_8196.JPEG,tiny-imagenet-200/val/n03891332/images/val_5448.JPEG,tiny-imagenet-200/val/n02480495/images/val_385.JPEG
tiny-imagenet-200/val/n03891332/images/val_7998.JPEG,tiny-imagenet-200/val/n03891332/images/val_9926.JPEG,tiny-imagenet-200/val/n03976657/images/val_5620.JPEG
tiny-imagenet-200/val/n03891332/images/val_4025.JPEG,tiny-imagenet-200/val/n03891332/images/val_818.JPEG,tiny-imagenet-200/val/n02236044/images/val_8592.JPEG
tiny-imagenet-200/val/n03891332/images/val_4614.JPEG,tiny-imagenet-200/val/n03891332/images/val_818.JPEG,tiny-imagenet-200/val/n04501370/images/val_3923.JPEG
tiny-imagenet-200/val/n03891332/images/val_4317.JPEG,tiny-imagenet-200/val/n03891332/images/val_7998.JPEG,tiny-imagenet-200/val/n02125311/images/val_2390.JPEG
tiny-imagenet-200/val/n02106662/images/val_1196.JPEG,tiny-imagenet-200/val/n02106662/images/val_5262.JPEG,tiny-imagenet-200/val/n07615774/images/val_8029.JPEG
tiny-imagenet-200/val/n02106662/images/val_4402.JPEG,tiny-imagenet-200/val/n02106662/images/val_5872.JPEG,tiny-imagenet-200/val/n04146614/images/val_9753.JPEG
tiny-imagenet-200/val/n02106662/images/val_1180.JPEG,tiny-imagenet-200/val/n02106662/images/val_5720.JPEG,tiny-imagenet-200/val/n03937543/images/val_8148.JPEG
tiny-imagenet-200/val/n02106662/images/val_5854.JPEG,tiny-imagenet-200/val/n02106662/images/val_2547.JPEG,tiny-imagenet-200/val/n03854065/images/val_3606.JPEG
tiny-imagenet-200/val/n02106662/images/val_8246.JPEG,tiny-imagenet-200/val/n02106662/images/val_5434.JPEG,tiny-imagenet-200/val/n04507155/images/val_4846.JPEG
tiny-imagenet-200/val/n02106662/images/val_8084.JPEG,tiny-imagenet-200/val/n02106662/images/val_4120.JPEG,tiny-imagenet-200/val/n03388043/images/val_9513.JPEG
tiny-imagenet-200/val/n02106662/images/val_9154.JPEG,tiny-imagenet-200/val/n02106662/images/val_9708.JPEG,tiny-imagenet-200/val/n01882714/images/val_3362.JPEG
tiny-imagenet-200/val/n02106662/images/val_6222.JPEG,tiny-imagenet-200/val/n02106662/images/val_2547.JPEG,tiny-imagenet-200/val/n03250847/images/val_4610.JPEG
tiny-imagenet-200/val/n02106662/images/val_3574.JPEG,tiny-imagenet-200/val/n02106662/images/val_743.JPEG,tiny-imagenet-200/val/n02906734/images/val_805.JPEG
tiny-imagenet-200/val/n02106662/images/val_9084.JPEG,tiny-imagenet-200/val/n02106662/images/val_2021.JPEG,tiny-imagenet-200/val/n04259630/images/val_3576.JPEG
tiny-imagenet-200/val/n03201208/images/val_6192.JPEG,tiny-imagenet-200/val/n03201208/images/val_9252.JPEG,tiny-imagenet-200/val/n03026506/images/val_5135.JPEG
tiny-imagenet-200/val/n03201208/images/val_8568.JPEG,tiny-imagenet-200/val/n03201208/images/val_8008.JPEG,tiny-imagenet-200/val/n04328186/images/val_9393.JPEG
tiny-imagenet-200/val/n03201208/images/val_8342.JPEG,tiny-imagenet-200/val/n03201208/images/val_8008.JPEG,tiny-imagenet-200/val/n02190166/images/val_9480.JPEG
tiny-imagenet-200/val/n03201208/images/val_8339.JPEG,tiny-imagenet-200/val/n03201208/images/val_3214.JPEG,tiny-imagenet-200/val/n02056570/images/val_2683.JPEG
tiny-imagenet-200/val/n03201208/images/val_8378.JPEG,tiny-imagenet-200/val/n03201208/images/val_4467.JPEG,tiny-imagenet-200/val/n02002724/images/val_7774.JPEG
tiny-imagenet-200/val/n03201208/images/val_120.JPEG,tiny-imagenet-200/val/n03201208/images/val_9252.JPEG,tiny-imagenet-200/val/n03042490/images/val_4860.JPEG
tiny-imagenet-200/val/n03201208/images/val_209.JPEG,tiny-imagenet-200/val/n03201208/images/val_8686.JPEG,tiny-imagenet-200/val/n04074963/images/val_4053.JPEG
tiny-imagenet-200/val/n03201208/images/val_5789.JPEG,tiny-imagenet-200/val/n03201208/images/val_7104.JPEG,tiny-imagenet-200/val/n01784675/images/val_2011.JPEG
tiny-imagenet-200/val/n03201208/images/val_1924.JPEG,tiny-imagenet-200/val/n03201208/images/val_8584.JPEG,tiny-imagenet-200/val/n01774384/images/val_1632.JPEG
tiny-imagenet-200/val/n03201208/images/val_5906.JPEG,tiny-imagenet-200/val/n03201208/images/val_7542.JPEG,tiny-imagenet-200/val/n07747607/images/val_7165.JPEG
tiny-imagenet-200/val/n02279972/images/val_1084.JPEG,tiny-imagenet-200/val/n02279972/images/val_7622.JPEG,tiny-imagenet-200/val/n03250847/images/val_1781.JPEG
tiny-imagenet-200/val/n02279972/images/val_2094.JPEG,tiny-imagenet-200/val/n02279972/images/val_576.JPEG,tiny-imagenet-200/val/n01641577/images/val_410.JPEG
tiny-imagenet-200/val/n02279972/images/val_5655.JPEG,tiny-imagenet-200/val/n02279972/images/val_2094.JPEG,tiny-imagenet-200/val/n07875152/images/val_4984.JPEG
tiny-imagenet-200/val/n02279972/images/val_584.JPEG,tiny-imagenet-200/val/n02279972/images/val_8904.JPEG,tiny-imagenet-200/val/n03014705/images/val_6737.JPEG
tiny-imagenet-200/val/n02279972/images/val_6405.JPEG,tiny-imagenet-200/val/n02279972/images/val_4763.JPEG,tiny-imagenet-200/val/n07579787/images/val_5739.JPEG
tiny-imagenet-200/val/n02279972/images/val_9379.JPEG,tiny-imagenet-200/val/n02279972/images/val_1986.JPEG,tiny-imagenet-200/val/n02481823/images/val_3517.JPEG
tiny-imagenet-200/val/n02279972/images/val_8211.JPEG,tiny-imagenet-200/val/n02279972/images/val_8788.JPEG,tiny-imagenet-200/val/n03976657/images/val_864.JPEG
tiny-imagenet-200/val/n02279972/images/val_5622.JPEG,tiny-imagenet-200/val/n02279972/images/val_1275.JPEG,tiny-imagenet-200/val/n02999410/images/val_3506.JPEG
tiny-imagenet-200/val/n02279972/images/val_8904.JPEG,tiny-imagenet-200/val/n02279972/images/val_4167.JPEG,tiny-imagenet-200/val/n02410509/images/val_6371.JPEG
tiny-imagenet-200/val/n02279972/images/val_8103.JPEG,tiny-imagenet-200/val/n02279972/images/val_8195.JPEG,tiny-imagenet-200/val/n02927161/images/val_6906.JPEG
tiny-imagenet-200/val/n02132136/images/val_7445.JPEG,tiny-imagenet-200/val/n02132136/images/val_1194.JPEG,tiny-imagenet-200/val/n09256479/images/val_8547.JPEG
tiny-imagenet-200/val/n02132136/images/val_8163.JPEG,tiny-imagenet-200/val/n02132136/images/val_1068.JPEG,tiny-imagenet-200/val/n03937543/images/val_4556.JPEG
tiny-imagenet-200/val/n02132136/images/val_4551.JPEG,tiny-imagenet-200/val/n02132136/images/val_6502.JPEG,tiny-imagenet-200/val/n02815834/images/val_8383.JPEG
tiny-imagenet-200/val/n02132136/images/val_7392.JPEG,tiny-imagenet-200/val/n02132136/images/val_442.JPEG,tiny-imagenet-200/val/n07711569/images/val_3929.JPEG
tiny-imagenet-200/val/n02132136/images/val_3703.JPEG,tiny-imagenet-200/val/n02132136/images/val_5052.JPEG,tiny-imagenet-200/val/n03992509/images/val_7648.JPEG
tiny-imagenet-200/val/n02132136/images/val_89.JPEG,tiny-imagenet-200/val/n02132136/images/val_428.JPEG,tiny-imagenet-200/val/n03444034/images/val_2507.JPEG
tiny-imagenet-200/val/n02132136/images/val_8138.JPEG,tiny-imagenet-200/val/n02132136/images/val_3846.JPEG,tiny-imagenet-200/val/n03355925/images/val_5969.JPEG
tiny-imagenet-200/val/n02132136/images/val_5423.JPEG,tiny-imagenet-200/val/n02132136/images/val_3703.JPEG,tiny-imagenet-200/val/n02410509/images/val_9341.JPEG
tiny-imagenet-200/val/n02132136/images/val_9990.JPEG,tiny-imagenet-200/val/n02132136/images/val_5052.JPEG,tiny-imagenet-200/val/n04562935/images/val_1699.JPEG
tiny-imagenet-200/val/n02132136/images/val_1027.JPEG,tiny-imagenet-200/val/n02132136/images/val_8138.JPEG,tiny-imagenet-200/val/n01944390/images/val_879.JPEG
tiny-imagenet-200/val/n04146614/images/val_4770.JPEG,tiny-imagenet-200/val/n04146614/images/val_914.JPEG,tiny-imagenet-200/val/n03584254/images/val_8832.JPEG
tiny-imagenet-200/val/n04146614/images/val_6777.JPEG,tiny-imagenet-200/val/n04146614/images/val_7331.JPEG,tiny-imagenet-200/val/n02364673/images/val_2321.JPEG
tiny-imagenet-200/val/n04146614/images/val_7170.JPEG,tiny-imagenet-200/val/n04146614/images/val_8659.JPEG,tiny-imagenet-200/val/n03977966/images/val_5641.JPEG
tiny-imagenet-200/val/n04146614/images/val_7937.JPEG,tiny-imagenet-200/val/n04146614/images/val_332.JPEG,tiny-imagenet-200/val/n02795169/images/val_3965.JPEG
tiny-imagenet-200/val/n04146614/images/val_9753.JPEG,tiny-imagenet-200/val/n04146614/images/val_6434.JPEG,tiny-imagenet-200/val/n07579787/images/val_915.JPEG
